osm_id,name,lat,long
"1276296304",Bùi Th? Xuân,10.770573,106.689145
"1276296305",Lê Th? Riêng,10.770472,106.689222
"1276694408",Bùi Th? Xuân,10.771322,106.689852
"1278204168",Yersin,10.768713,106.696690
"1289160316",Lê Lai,10.769792,106.693267
"1296762105",Lê L?i,10.773327,106.700005
"1296762107",Lê L?i,10.773247,106.700058
"1296762109",Lê L?i,10.773149,106.700123
"1307904642",Yersin,10.768020,106.697011
"1313420763",Nguy?n Th? Minh Khai,10.778063,106.693591
"1328367384",Nguy?n Du,10.772851,106.693403
"1343964595",Nam K? Kh?i Ngh?a,10.773988,106.699844
"1344042985",Tr??ng ??nh,10.771886,106.696170
"1344042987",Ph?m H?ng Thái,10.771144,106.696009
"1346116862",Lê Thánh Tôn,10.773004,106.697408
"1359546564",C?ng Qu?nh,10.767657,106.686202
"1359546565",C?ng Qu?nh,10.767618,106.686284
"1359546566",Bùi Th? Xuân,10.767576,106.686313
"1359546567",Bùi Th? Xuân,10.767612,106.686231
"1359552381",Nguy?n Th? Minh Khai,10.768378,106.684601
"1359552384",C?ng Qu?nh,10.768423,106.684585
"1359552387",C?ng Qu?nh,10.768309,106.684781
"1359552388",C?ng Qu?nh,10.768193,106.684919
"1368966928",Tr?n H?ng ??o,10.770662,106.697709
"1391978411",???ng Lý T? Tr?ng,10.774403,106.697646
"1423071618",Ngã sáu Phù ??ng,10.771401,106.693426
"1423071621",Ph?m H?ng Thái,10.771305,106.694094
"1423071622",Ngã sáu Phù ??ng,10.771305,106.693452
